point_id,|knn_neighbors|,knn_neighbors_id,|rnn_neighbors|,rnn_neighbors_id
557.0,9.0,525;549;520;559;523;540;536;558;543;,9.0,525;549;520;559;523;540;536;558;543;
558.0,9.0,536;540;523;543;546;559;535;556;550;,9.0,536;540;523;543;546;559;535;556;550;
559.0,9.0,520;523;540;536;558;543;546;535;556;,9.0,520;523;540;536;558;543;546;535;556;
560.0,9.0,569;596;592;598;586;562;591;581;595;,9.0,569;596;592;598;586;562;591;581;595;
561.0,9.0,565;577;526;593;584;589;582;588;566;,9.0,565;577;526;593;584;589;582;588;566;
562.0,9.0,591;586;581;598;595;594;592;596;579;,9.0,591;586;581;598;595;594;592;596;579;
563.0,9.0,572;578;585;579;575;571;574;587;594;,9.0,572;578;585;579;575;571;574;587;594;
564.0,9.0,527;590;583;580;532;533;599;541;567;,9.0,527;590;583;580;532;533;599;541;567;
565.0,9.0,561;584;577;589;526;593;582;588;576;,9.0,561;584;577;589;526;593;582;588;576;
566.0,9.0,588;529;554;593;526;577;561;597;565;,9.0,588;529;554;593;526;577;561;597;565;
567.0,9.0,570;597;554;529;580;590;566;564;588;,9.0,570;597;554;529;580;590;566;564;588;
568.0,9.0,573;576;587;574;571;582;589;575;584;,9.0,573;576;587;574;571;582;589;575;584;
569.0,9.0,560;596;592;598;586;562;591;581;595;,9.0,560;596;592;598;586;562;591;581;595;
570.0,9.0,567;597;554;529;580;590;566;564;588;,9.0,567;597;554;529;580;590;566;564;588;
571.0,9.0,574;587;575;578;568;573;576;563;572;,9.0,574;587;575;578;568;573;576;563;572;
572.0,9.0,585;579;563;578;594;575;595;571;581;,9.0,585;579;563;578;594;575;595;571;581;
573.0,9.0,576;568;582;587;574;589;571;584;565;,9.0,576;568;582;587;574;589;571;584;565;
574.0,9.0,587;571;575;568;578;573;576;563;582;,9.0,587;571;575;568;578;573;576;563;582;
575.0,9.0,571;574;578;587;563;568;573;576;572;,9.0,571;574;578;587;563;568;573;576;572;
576.0,9.0,573;568;582;587;589;574;571;584;565;,9.0,573;568;582;587;589;574;571;584;565;
577.0,9.0,526;593;561;565;584;589;582;588;566;,9.0,526;593;561;565;584;589;582;588;566;
578.0,9.0,575;563;571;574;587;572;585;579;568;,9.0,575;563;571;574;587;572;585;579;568;
579.0,9.0,585;572;563;594;595;578;581;575;571;,9.0,585;572;563;594;595;578;581;575;571;
580.0,9.0,590;564;527;583;532;567;570;597;554;,9.0,590;564;527;583;532;567;570;597;554;
581.0,9.0,595;594;591;562;579;585;572;586;563;,9.0,595;594;591;562;579;585;572;586;563;
582.0,9.0,589;584;565;561;577;576;573;526;593;,9.0,589;584;565;561;577;576;573;526;593;
583.0,9.0,532;527;564;590;533;599;541;580;555;,9.0,532;527;564;590;533;599;541;580;555;
584.0,9.0,565;589;561;582;577;526;593;576;573;,9.0,565;589;561;582;577;526;593;576;573;
585.0,9.0,579;572;563;594;578;595;581;575;571;,9.0,579;572;563;594;578;595;581;575;571;
586.0,9.0,598;562;591;592;596;581;595;594;579;,9.0,598;562;591;592;596;581;595;594;579;
587.0,9.0,574;571;575;568;573;576;578;563;582;,9.0,574;571;575;568;573;576;578;563;582;
588.0,9.0,566;593;526;577;561;565;529;584;589;,9.0,566;593;526;577;561;565;529;584;589;
589.0,9.0,582;584;565;561;577;526;593;576;573;,9.0,582;584;565;561;577;526;593;576;573;
590.0,9.0,580;564;527;583;532;567;570;597;533;,9.0,580;564;527;583;532;567;570;597;533;
591.0,9.0,562;586;581;595;598;594;592;596;579;,9.0,562;586;581;595;598;594;592;596;579;
592.0,9.0,596;598;586;562;591;569;581;595;594;,9.0,596;598;586;562;591;569;581;595;594;
593.0,9.0,526;577;561;565;584;589;588;582;566;,9.0,526;577;561;565;584;589;588;582;566;
594.0,9.0,595;581;579;585;572;591;563;562;578;,9.0,595;581;579;585;572;591;563;562;578;
595.0,9.0,581;594;579;585;591;572;562;563;586;,9.0,581;594;579;585;591;572;562;563;586;
596.0,9.0,592;598;586;562;591;569;581;595;594;,9.0,592;598;586;562;591;569;581;595;594;
597.0,9.0,570;567;554;529;580;566;590;588;564;,9.0,570;567;554;529;580;566;590;588;564;
598.0,9.0,592;596;586;562;591;581;595;594;569;,9.0,592;596;586;562;591;581;595;594;569;
599.0,9.0,533;541;532;583;555;537;527;539;528;,9.0,533;541;532;583;555;537;527;539;528;
